"Species_name","User_Tree_id","flon_week","flon_week_sd","n.fl","spname"
"Artocarpus heterophyllus",10922,6.92307692307693,NA,1,"jackfruit"
"Artocarpus heterophyllus",10923,155.769230769231,4.89535463898378,2,"jackfruit"
"Artocarpus heterophyllus",10930,76.1538461538462,9.7907092779676,2,"jackfruit"
"Artocarpus heterophyllus",10949,117.692307692308,30.1769926860508,3,"jackfruit"
"Artocarpus heterophyllus",10953,121.153846153846,14.6860639169514,2,"jackfruit"
"Artocarpus heterophyllus",10962,117.692307692308,NA,1,"jackfruit"
"Artocarpus heterophyllus",10964,145.384615384615,NA,1,"jackfruit"
"Artocarpus heterophyllus",11024,162.692307692308,53.8489010288217,2,"jackfruit"
"Artocarpus heterophyllus",11027,122.884615384615,52.2298629127213,4,"jackfruit"
"Artocarpus heterophyllus",11030,200.769230769231,0,3,"jackfruit"
"Artocarpus heterophyllus",11122,76.1538461538461,NA,1,"jackfruit"
"Artocarpus heterophyllus",11174,228.461538461538,NA,1,"jackfruit"
"Artocarpus heterophyllus",11179,221.538461538462,NA,1,"jackfruit"
"Artocarpus heterophyllus",11189,124.615384615385,NA,1,"jackfruit"
"Artocarpus heterophyllus",11222,90,NA,1,"jackfruit"
"Artocarpus heterophyllus",11224,96.9230769230769,9.7907092779676,2,"jackfruit"
"Artocarpus heterophyllus",11390,176.538461538462,63.6396103067893,2,"jackfruit"
"Artocarpus heterophyllus",11403,152.307692307692,NA,1,"jackfruit"
"Artocarpus heterophyllus",11406,242.307692307692,NA,1,"jackfruit"
"Artocarpus heterophyllus",11421,117.692307692308,NA,1,"jackfruit"
"Artocarpus heterophyllus",11423,76.1538461538461,NA,1,"jackfruit"
"Artocarpus heterophyllus",11427,180,48.9535463898379,2,"jackfruit"
"Artocarpus heterophyllus",11442,170.769230769231,82.5947546223382,3,"jackfruit"
"Artocarpus heterophyllus",11449,196.153846153846,31.2178829041585,3,"jackfruit"
"Artocarpus heterophyllus",11453,180,NA,1,"jackfruit"
"Artocarpus heterophyllus",11481,148.846153846154,6.92307692307693,4,"jackfruit"
"Artocarpus heterophyllus",11484,167.884615384615,26.7383774452072,4,"jackfruit"
"Artocarpus heterophyllus",11485,154.615384615385,3.99704032515894,3,"jackfruit"
"Artocarpus heterophyllus",11489,138.461538461538,30.1769926860508,3,"jackfruit"
"Artocarpus heterophyllus",11493,69.2307692307692,NA,1,"jackfruit"
