"year","mse","cor"
2014,0.0584498877952668,0.200469334397431
2015,0.0432738495029386,0.121779524237468
2016,0.0467055553914114,0.126546650751021
2017,0.0384501132062724,0.0935849556971425
2018,0.051888014531885,0.133246229349423
2019,0.0457905928293655,0.115535607016859
2020,0.034069559717661,0.0905949900559425
2021,0.0320582396596879,0.0539512738586012
2022,0.0601855504131853,0.148568824530943
