"year","mse","cor"
2014,0.0654171749459043,0.10264265801415
2015,0.0388610564209296,0.169953681927062
2016,0.0517562902595846,0.0948727338176606
2017,0.0341097094818274,0.158916940199871
2018,0.0555414448861306,0.141916776502075
2019,0.035673609499365,0.149817722675467
2020,0.0416409664623728,0.121886723434087
2021,0.0334110003825268,0.068456567398478
2022,0.0428475782125119,0.226742871592107
